,company_name,company_link,company_number,company_email
1204,chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,"
info@chbmedical.com
"
1205,chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,"
info@chbmedical.com
"
1206,chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,"
info@chbmedical.com
"
1207,chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,"
info@chbmedical.com
"
1208,chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,"
info@chbmedical.com
"
1209,covido,www.covido.co.uk,+44 7572 188497,"
sales@covido.co.uk
"
1210,covido,www.covido.co.uk,+44 7572 188497,"
sales@covido.co.uk
"
1211,minton treharne & davies laboratories,shop.minton.group,+44 29 2054 0000,"
c19support@minton.group
"
1212,minton treharne & davies laboratories limited,shop.minton.group,+44 29 2054 0000,"
c19support@minton.group
"
1213,newcastle premier health,www.nph-group.co.uk,+44 191 605 3140,"
testing@nph-group.co.uk
"
1214,nottinghamshire,emlcc.as.me,+44 7425 629538,"
covidtesting@eastmidlandslaserclinic.co.uk
"
1215,skc occupational health oxford,suchantry.com,+44 1235 606080,"
su@skcoccupationalhealth.org
"
1216,trio pharmacy,www.triopharmacy.co.uk,+44 1932 225900,"
triopharmacy1@gmail.com
"
1217,uk event medics limited,www.ukeventmedicservices.co.uk,+44 1270 895177,"
info@ukeventmedics.net
"
1218,yakub chemist,www.yakubchemist.co.uk,+44 116 251 2959,"
info@yakubchemist.co.uk
"
1219,1 covclinics,www.covclinics.co.uk,+44 161 529 5488,"
info@covclinics.co.uk
"
1220,covguard,www.covguard.com,+44 20 4513 4000,"
info@covguard.com
"
1221,acorn occupational health ltd,www.acornoh.co.uk,+44 1260 27797,"
aburrows@acornoh.co.uk
"
1222,blue horizon medicals,bluehorizonbloodtests.co.uk,+44 800 999 1110,"
covid@bluehorizonmedicals.co.uk
"
1223,cov19care ltd,www.cov19care.co.uk,+44 330 555 0005,"
info@cov19care.co.uk
"
1224,dears pharmacy & travel clinic,dearspharmacy.co.uk,+44 1383 723571,"
info@dearspharmacy.co.uk
"
1225,easy testing,www.easytests.co.uk,+44 7519 426288,"
easytestingltd@gmail.com
"
1226,easy testing ltd,www.easytests.co.uk,+44 7519 426288,"
easytestingltd@gmail.com
"
1227,fusion pharmacy,fusion-pharmacy.co.uk,+44 116 367 7280,"
info@fusion-pharmacy.co.uk
"
1228,future health technologies,futurehealthbiobank.com,+44 115 907 8610,"
covidsales@fhbb.com
"
1229,g16 covid testing,www.coronatest.co.uk,+44 20 3991 6494,"
info@coronatest.co.uk
"
1230,just health,www.just-health.co.uk,+44 1282 936900,"
info@justhealth.co.uk
"
1231,north and north west london covid tests,www.covidtestslondon.com,+44 7809 164171,"
nanwlcovidtesting@gmail.com
"
1232,the medic clinic,medicclinic.co.uk,+44 1234 880079,"
info@medicclinic.co.uk
"
1233,the palace gate practice limited,www.palacegatepractice.com,+44 20 7244 5806,"
covidtesting@palacegatepractice.com
"
1234,travel centre,www.travelcentreclapham.com,+44 20 7720 8701,"
covidtests@travelcentreclapham.com
"
1235,fusion radiology,www.fusion-radiology.com,+44 1582 249216,"
info@fusion-radiology.com
"
1236,one scientific ltd,onescientific.co.uk,+44 117 938 2410,"
covidenquiries@onescientific.co.uk
"
1237,100 covid clear,100covidclear.co.uk,+44 330 133 3899,"
help@100covidclear.co.uk
"
1238,3six health,3sixtesting.co.uk,+44 330 133 4208,"
support@3sixhealth.co.uk
"
1239,avante health ltd,www.avantetestcentre.co.uk,+44 333 006 9610,"
support@avantehealth.co.uk
"
1240,circular 1 health ltd,circular1.com,+44 800 799 9751,"
customerservice@circular1.com
"
1241,covid testing laboratories,www.covidtestinglaboratories.com,+44 333 242 0889,"
orders@covidtestinglaboratories.com
"
1242,elements medical,elements.org.uk,+44 1302 343432,"
covid-19travel@elements.org.uk
"
1243,gpdq,www.gpdq.co.uk,+44 20 3805 1781,"
support@gpdq.co.uk
"
1244,leeds covid testing ltd,www.leedscovidtesting.com,+44 113 534 7252,"
contact@leedscovidtesting.com
"
1245,physiofunction,www.physiofunction.co.uk,+44 1327 842321,"
testing@physiofunction.co.uk
"
1246,qured,qured.com,+44 20 3966 6924,"
support@qured.com
"
1247,rosalyn’s medical and wellbeing clinic,rosalynsmedical.com,+44 1924 654105,"
info@rosalynsmedical.com
"
1248,zoomdoc,www.zoomdoc.com,+44 20 7993 2292,"
info@zoomdoc.com
"
1249,121 pure testing,puretesting.co.uk,+44 121 293 0414,"
hello@puretesting.co.uk
"
1250,20/30 labs,www.2030lab.com,+44 1604 265119,"
2and8@2030lab.com
"
1251,covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,"
info@covidtravelpcr.com
"
1252,covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,"
info@covidtravelpcr.com
"
1253,covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,"
info@covidtravelpcr.com
"
1254,covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,"
info@covidtravelpcr.com
"
1255,covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,"
info@covidtravelpcr.com
"
1256,covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,"
info@covidtravelpcr.com
"
1257,covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,"
info@covidtravelpcr.com
"
1258,covid 19 private test ltd,covidtravelpcr.com,+44 330 133 3844,"
info@covidtravelpcr.com
"
1259,cryo express,www.cryoexpresshq.com,+44 1254 56770,"
info@cryoexpresshq.com
"
1260,edgbaston private medical practice,www.epmpractice.co.uk,+44 121 454 9535,"
info@epmpractice.co.uk
"
1261,london covid testing,www.londoncovidtesting.com,+44 20 3488 8463,"
info@londoncovidtesting.com
"
1262,masta,www.masta-travel-health.com,+44 330 100 4200,"
enquiries@masta.org
"
1263,new street pharmacy,,+44 7940 916597,"
info@thetravelvaccineroom.co.uk
"
1264,rapid health test,rapidhealthtest.com,+44 1872 229740,"
contact@rapidhealthtest.com
"
1265,reviv uk,reviv-pcr.co.uk,+44 161 209 3754,"
ukdiagnostics@revivme.com
"
1266,summerfield healthcare,www.summerfieldhealthcare.co.uk,+44 333 900 0010,"
covidtesting@summerfieldhealthcare.co.uk
"
1267,the guildhall practice,theguildhallpractice.co.uk,+44 121 441 2626,"
covidtest@theguildhallpractice.co.uk
"
1268,the health suite,thehealthsuite.co.uk,+44 116 241 0010,"
info@thehealthsuite.co.uk
"
1269,the melton clinic,www.themeltonclinic.co.uk,+44 1664 650550,"
info@themeltonclinic.co.uk
"
1270,world travel clinic,www.thepharmshop.com,+44 1753 847663,"
hello@worldtravelclinic.co.uk
"
1271,ambutech pre-hospital care,ambutech.co.uk,+44 161 505 1959,"
covid@ambutech.co.uk
"
1272,candarin medical,candarinmedical.com,+44 7906 873581,"
sophia@candarinuk.com
"
1273,dajani pharmacy,www.dajanipharmacy.com,+44 20 7589 8263,"
clinic@dajanipharmacy.com
"
1274,dajani pharmacy,www.dajanipharmacy.com,+44 20 7589 8263,"
clinic@dajanipharmacy.com
"
1275,dajani pharmacy,www.dajanipharmacy.com,+44 20 7589 8263,"
clinic@dajanipharmacy.com
"
1276,dajani pharmacy,www.dajanipharmacy.com,+44 20 7589 8263,"
clinic@dajanipharmacy.com
"
1277,dgc health ltd,wwwdgchealth.com,+44 7990 466916,"
admin@dgchealth.com
"
1278,global health travel clinic,www.globalhealthtravelclinic.co.uk,+44 1932 943002,"
info@globalhealthtravelclinic.co.uk
"
1279,oxford covid tests,oxfordcovidtests.com,+44 7767 074768,"
info@oxfordcovidtests.com
"
1280,pulmonics,pulmonics.co.uk,+44 7517 057681,"
contact@pulmonics.co.uk
"
1281,pyramid pharmacy,pyramidpharmacywoolwich.co.uk,+44 20 8317 1176,"
farah@pyramidpharmacy.co.uk
"
1282,the express clinic,www.theexpressclinic.com,+44 20 3893 2621,"
info@theexpressclinic.com
"
1283,the montague clinic,montagueclinic.com,+44 20 3637 7999,"
expresscovidtests@montagueclinic.com
"
1284,zen healthcare (purecare ltd),www.zenhealthcare.co.uk,+44 20 7225 1660,"
testing@zenhealthcare.co.uk
"
1285,c & h esher ltd,www.centralpharmacyesher.com,+44 1372 46007,"
covidtestbookings@candhesher.com
"
1286,i-gen testing limited,www.igentesting.co.uk,+44 333 577 1106,"
info@igentesting.co.uk
"
1287,vivo clinic,vivoclinic.com,+44 333 305 8486,"
pcrtest@vivoteam.co.uk
"
1288,better2know,www.better2know.co.uk,+44 20 7099 0955,"
info@better2know.com
"
1289,your private health,yourprivatehealth.co.uk,+44 161 519 4448,"
info@yourprivatehealth.co.uk
"
1290,12-14 pharmacy,www.theacornpharmacy.com,+44 7724 573336,"
1214pharmacyltd@gmail.com
"
1291,15 minute covid test,www.15minutecovidtest.co.uk,+44 20 3369 0075,"
info@15minutecovidtest.co.uk
"
1292,af aesthetics (enoura medical),www.covidtesthub.co.uk,+44 20 7183 6465,"
info@covidtesthub.co.uk
"
1293,avicenna health,www.avicenna-health.com,+44 20 8712 5565,"
covid@avicenna-health.com
"
1294,centennial medical care,www.centennialmedical.co.uk,+44 20 3327 7777,"
info@centennialmedical.co.uk
"
1295,clinicare uk,clinicare-uk.com,+44 7796 855535,"
info@clinicare-uk.com
"
1296,concierge medical,conciergemedical.co.uk,+44 1451 600900,"
covid@conciergemedical.co.uk
"
1297,global express travel health clinic,global-express-travel-health-clinic.selectandbook.com,+44 7368 307175,"
infogethc@gmail.com
"
1298,harleys pharmacy,www.nhs.uk,+44 20 7589 8788,"
harleys.pharmacy1@nhs.net
"
1299,linbury doctors,www.linburydoctors.co.uk,+44 333 050 7338,"
covid@linburydoctors.co.uk
"
1300,local pcr,www.localpcr.com,+44 121 827 2723,"
info@localpcr.com
"
1301,london elite health,covid.londonelitehealth.com,+44 20 7486 0701,"
info@londonelitehealth.com
"
1302,longridge travel health clinic,www.longridgetravelhealthclinic.com,+44 1772 439054,"
info@longridgetravelhealthclinic.com
"
1303,lord's pharmacy,www.lordspharmacy.net,+44 20 7586 9668,"
info@lordspharmacy.net
"
1304,myhealthcare clinic,myhealthcareclinic.com,+44 20 7129 7908,"
coronatesting@myhealthcareclinic.com
"
1305,olive health & travel clinic,www.olivehealthandtravel.co.uk,+44 20 8550 2276,"
contact@olivehealthandtravel.co.uk
"
1306,pexpo diagnostics,londontesting.co.uk,+44 20 3575 1209,"
day2day8@pexpo.co.uk
"
1307,private gp clinic,www.privategpclinic.co.uk,+44 1932 344004,"
covidtest@surreyberkshire.co.uk
"
1308,pureflo health ltd,pureflohealth.co.uk,+44 20 3475 3426,"
contact@pureflohealth.co.uk
"
1309,rightangled,www.rightangled.co,+44 20 3950 3394,"
info@rightangled.co
"
1310,tuli health,tuli.health,+44 20 8067 6074,"
info@tuli.health
"
1311,vanite clinic,www.vaniteclinic.com,+44 121 687 0025,"
info@vaniteclinic.com
"
1312,wren healthcare,wrenhealthcare.co.uk,+44 20 3974 6950,"
results@wrenhealthcare.co.uk
"
1313,xana medtec,www.xanamedtec.com,+44 161 974 6518,"
info@xanamedtec.com
"
1314,clear diagnostics ltd,www.cleardiagnostics.co.uk,+44 7424 637888,"
info@cleardiagnostics.co.uk
"
1315,goodbody clinic,www.goodbodyclinic.com,+44 1225 444144,"
clinic@goodbodywellness.co.uk
"
1316,doctors clinic group,www.londondoctorsclinic.co.uk,+44 20 3993 4657,"
info@londondoctorsclinic.co.uk
"
1317,first medical consultants,www.firstmc.co.uk,+44 1782 213214,"
info@firstmc.co.uk
"
1318,hampshire travel clinic,hampshiretravelclinic.co.uk,+44 1243 958686,"
info@hampshiretravelclinic.co.uk
"
1319,"hampstead heath pharmacy, travel health & vaccination clinic",hhpharmacy.co.uk,+44 20 7435 7075,"
info@hhpharmacy.co.uk
"
1320,healthwork ltd,healthworkltd.com,+44 161 831 9701,"
testing@healthworkltd.com
"
1321,home2lab,home2lab.co.uk,+44 20 7117 2458,"
info@home2lab.co.uk
"
1322,ingleton pharmacy,www.ingletonpharmacy.com,+44 15242 41154,"
ingleton.pharmacy@nhs.net
"
1323,nhl pharmacy,getavaccine.co.uk,+44 1772 70483,"
esales@nhlpharmacy.co.uk
"
1324,north devon travel clinic,www.northdevontravelclinic.co.uk,+44 1272 373346,"
covidtest@northdevontravelclinic.co.uk
"
1325,pyramid pharmacy bermondsey,www.pcrtest2release.com,+44 20 7237 1659,"
southwark@pyramidpharmacy.co.uk
"
1326,southdowns private healthcare,www.southdownsprivatehealthcare.co.uk,+44 330 220 2000,"
info@southdownsprivatehealthcare.co.uk
"
1327,the regenerative clinic,www.theregenerativeclinic.co.uk,+44 330 223 3332,"
diagnostics@theregenerativeclinic.co.uk
"
1328,top health clinic,tophealthclinic.co.uk,+44 20 8123 4510,"
info@tophealthclinic.co.uk
"
1329,well pharmacy (bestway national chemists ltd),shop.well.co.uk,+44 1782 597313,"
hello@well.co.uk
"
1330,medinow,medinow.co.uk,+44 20 3488 6537,"
info@medinow.co.uk
"
1331,doctap ltd,doctap.co.uk,+44 20 7183 3254,"
covid19@doctap.co.uk
"
1332,corona test centre,www.coronatestcentre.com,+44 20 3983 7869,"
hello@coronatestcentre.com
"
1333,mildcare ltd,lincolnpharmacy.co.uk,+44 20 7538 0817,"
covid.mildcare@gmail.com
"
1334,black and banton,www.blackandbanton.co.uk,+44 191 487 1040,"
covidteam@blackandbanton.co.uk
"
1335,"dr wayne cottrell, private gp canary wharf",www.drwaynecottrell.com,+44 20 3197 9100,"
contact@drwaynecottrell.com
"
1336,east midlands laser and cosmetic clinic ltd,emlcc.as.me,+44 7425 629538,"
eastmidlandslaser@btconnect.com
"
1337,london nutrition doctor,access.londonnutritiondoctor.com,+44 7533 660637,"
pa@londonnutritiondoctor.com
"
1338,mayfair doctors,www.mayfairdoctors.com,+44 20 7499 1581,"
covidtest@mayfairdoctors.com
"
1339,shantys pharmacy,shantyspharmacy.com,+44 20 7247 2140,"
info@shantyspharmacy.com
"
1340,south west london covid-19 centre,www.swltest.com,+44 7930 192187,"
info@swltest.com
"
1341,the walcote practice,thewalcotepractice.co.uk,+44 1962 828715,"
info@thewalcotepratice.co.uk
"
1342,travel klinix,travelklinix.com,+44 24 7601 6519,"
info@travelklinix.com
"
1343,agilis health,agilishealth.co.uk,+44 1592 269570,"
help@agilishealth.co.uk
"
1344,chelsea pharmacy medical clinic,cpmedicalclinic.com,+44 20 7589 8776,"
contact@cpmedicalclinic.com
"
1345,ramss limited,www.ramss.co.uk,+44 345 200 2551,"
office@ramss.co.uk
"
1346,ramss limited,www.ramss.co.uk,+44 345 200 2551,"
office@ramss.co.uk
"
1347,ramss limited,www.ramss.co.uk,+44 345 200 2551,"
office@ramss.co.uk
"
1348,ramss limited,www.ramss.co.uk,+44 345 200 2551,"
office@ramss.co.uk
"
1349,medic testing,www.medictesting.com,+44 20 3936 4356,"
info@medictesting.com
"
1350,sloane street testing,www.sloanestreettesting.co.uk,+44 20 3879 0019,"
testingcentre@sloanestreetsurgery.co.uk
"
1351,coyne medical,coynemedical.com,+44 20 7731 3077,"
contact@coynemedical.com
"
1352,mayfield clinic,www.mayfieldclinic.co.uk,+44 1865 423425,"
info@mayfieldclinic.co.uk
"
1353,midland covid testing,midlandcovidtesting.co.uk,+44 333 366 0837,"
info@midlandcovidtesting.co.uk
"
1354,tower bridge wellness pharmacy,www.thewellnesspharmacy.co.uk,+44 20 3771 9927,"
contact@thewellnesspharmacy.co.uk
"
1355,calder pharmacy & medspa clinic of notting hill,www.medspa.co.uk,+44 20 7034 0156,"
info@medspa.co.uk
"
1356,ghosh medical group,www.ghoshmedicalgroup.com,+44 333 200 3338,"
info@ghoshmedicalgroup.com
"
1357,heart lung centre,heartlungcentre.com,+44 20 7034 3301,"
enquiries@heartlungcentre.com
"
1358,london screening centre,londonscreeningcentre.com,+44 20 7935 3626,"
asadrudin@yahoo.co.uk
"
1359,medical logistics / samedaycoronavirustests.com,samedaycoronavirustests.com,+44 7843 988660,"
info@samedaycoronavirustests.com
"
1360,moore medical practice,www.mooremedicalpractice.co.uk,+44 20 7349 1490,"
info@mooremedicalpractice.co.uk
"
1361,pcr labs,pcrlabs.co.uk,+44 20 3105 0545,"
info@pcrlabs.co.uk
"
1362,private gp teddington,www.privategp.org,+44 20 3303 0326,"
covidtest@privategp.org
"
1363,remedi health,remedihealth.co,+44 1962 396695,"
support@remedihealth.co
"
1364,the pharmacy at mayfair and clinic,www.pharmacymayfair.co.uk,+44 7958 499522,"
pharmacyatmayfair@gmail.com
"
1365,vitox,vitox.co.uk,+44 20 7268 4915,"
info@vitox.co.uk
"
1366,winchester gp,winchestergp.com,+44 1962 776010,"
reception@winchestergp.com
"
1367,hale clinic harley street,www.haleclinic.com,+44 20 7631 0156,"
info@haleclinic.com
"
1368,medical and rescue,www.medicalandrescue.co.uk,+44 1784 637999,"
enquiries@medicalandrescue.co.uk
"
1369,the london general practice,www.thelondongeneralpractice.com,+44 20 7935 1000,"
info@thelondongeneralpractice.com
"
1370,westwood pharmacy,www.vaccinesfortravels.co.uk,+44 161 213 0394,"
shelemur.rahman@nhs.net
"
1371,courtfield private practice,www.courtfieldpp.co.uk,+44 20 7373 3541,"
covidtesting@courtfieldpp.co.uk
"
1372,the hove practice,thehovepractice.co.uk,+44 1273 733830,"
reception@thehovepractice.co.uk
"
1373,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,"
info@aesthetika.co.uk
"
1374,mayfair pharmacy,londonpcr.com,+44 20 7629 7999,"
mayfairhealthltd@gmail.com
"
1375,one5 health,www.one5.health,+44 20 3488 4415,"
care@one5.health
"
1376,dr tim lebens,www.drlebens.com,+44 20 7483 5148,"
info@drlebens.com
"
1377,msi clinics,www.msiclinics.com,+44 20 4522 9103,"
info@msiclinics.com
"
1378,samedaydoctor canary wharf,samedaydoctor.org,+44 20 7531 7120,"
canarywharf@samedaydoctor.co.uk
"
1379,samedaydoctor city clinic,www.samedaydoctor.org,+44 20 3871 6015,"
city@samedaydoctor.co.uk
"
1380,samedaydoctor manchester,questionnaire.heydoc.co.uk,+44 161 827 7868,"
manchester@samedaydoctor.co.uk
"
1381,visithealth limited,visithealth.london,+44 20 3795 5811,"
hello@visithealth.co.uk
"
1382,medic 1 direct,www.medic1.co.uk,+44 845 004 4999,"
covid19@medic1.co.uk
"
1383,knightsbridge pharmacy,www.knightsbridge-pharmacy.com,+44 20 3581 3383,"
hello@knightsbridge-pharmacy.com
"
1384,the whitehall clinic,www.whitehallclinic.com,+44 113 833 4900,"
hello@whitehallclinic.com
"
1385,sloane square medical,www.sloanesquaremedical.org,+44 20 7730 8835,"
manager@sloanesquaremedical.org
"
1386,healthclic,healthclic.co.uk,+44 20 3370 4034,"
covid@healthclic.co.uk
"
1387,cht,www.covidhometest.co,+44 20 3319 6469,"
contact@covidhometest.co
"
1388,london medical concierge,londonmedicalconcierge.com,+44 20 7305 5590,"
experts@londonmedicalconcierge.com
"
1389,dr mo private clinic,www.drmoprivateclinic.co.uk,+44 7749 723669,"
hello@drmoprivateclinic.co.uk
"
1390,mk18 private medical practice,www.mk18medical.com,+44 1280 460118,"
admin@mk18medical.com
"
1391,expert medicals,www.expert-medicals.co.uk,+44 1274 905667,"
covid@expert-medicals.co.uk
"
1392,mdna life sciences (uk) ltd,www.nph-group.co.uk,+44 7768 333371,"
h.smart@mdnalifesciences.com
"
1393,sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,"
bookings@sterlingtesting.co.uk
"
1394,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,"
clinical@biograd.co.uk
"
1395,ct24 solutions ltd,ct24.co.uk,+44 20 4533 8934,"
info@ct24.co.uk
"
1396,accendolab limited,www.accendolab.co.uk,+44 330 133 3612,"
traveltests@accendolab.co.uk
"
1397,la perla clinic,laperlaclinic.co.uk,+44 1628 488499,"
laperlareception@gmail.com
"
1398,advisa medica,www.covidtestingclinic.co.uk,+44 20 8953 9989,"
doctor@doctorjlevy.com
"
1399,bupa occupational health ltd,www.bupa.co.uk,+44 161 497 0661,"
mycovidtest@bupa.com
"
1400,247 travel tests,www.247traveltests.com,+44 333 210 2247,"
info@247traveltests.com
"
1401,.0001 ace-thetix,www.testingservices.online,+44 20 7193 6318,"
covid@testingservices.online
"
1402,halo verify,www.haloverify.com,+44 330 390 4586,"
info@haloverify.com
"
1403,andres pharmacy,pharmaelite.co.uk,+44 20 8904 9059,"
andrespharm261@hotmail.com
"
1404,agg coventry ltd ta vantage chemist,www.vantagechemistcoventry.com,+44 24 7622 2985,"
vantagechemist@btconnect.com
"
1405,js biomedical ltd,www.jsbiomedical.com,+44 20 3927 2772,"
admin@jsbiomedical.com
"
1406,mediscan diagnostic services,www.mediscanservices.co.uk,+44 161 820 1123,"
lab@mediscanservices.co.uk
"
1407,pharmesthetics ltd,www.samedayclinic.co.uk,+44 20 8050 4353,"
info@pharmesthetics.com
"
1408,"covid fit to fly tes t/a nash travel, tourism and transport services ltd.",www.covidfittoflytest.co.uk,+44 7795 388789,"
info@covidfittoflytest.co.uk
"
1409,flow living medi-care services,www.flowmedicareservices.co.uk,+44 20 8781 6935,"
covidappointments@flowmedicareservices.co.uk
"
1410,global health travel clinic - longcross surrey,www.globalhealthtravelclinic.co.uk,+44 1932 943002,"
info@globalhealthtravelclinic.co.uk
"
1411,hawkes health,www.hawkeshealth.com ,+44 800 193 6222,"
covidtest@hawkeshealth.com
"
1412,mdx healthcare ltd t/a medix,mdxhealthcare.com,+44 1438 940654,"
covid@mdxhealthcare.com
"
1413,solice health ltd,www.solice.health,+44 20 7459 4535,"
contact@solice.health
"
1414,solihull health check clinic,www.solihullhealthcheckclinic.co.uk,+44 121 745 7400,"
connect@shcc.co.uk
"
1415,med24 limited,www.med24.clinic,+44 20 3987 4200,"
covid-19@med24.clinic
"
1416,south west london covid 19 testing centre,www.swltest.com,+44 7930 192187,"
info@swltest.com
"
1417,dorset private gp,www.dpgpcovidtesting.co.uk,+44 1202 583920,"
info@dpgpcovidtesting.co.uk
"
1418,sevenoaks gp t/a the private gp clinic,www.theprivategpclinic.co.uk,+44 1732 835212,"
info@theprivategpclinic.co.uk
"
1419,dr. shilpa dave private gp teddington,www.privategp.org,+44 20 3303 0326,"
covidtest@privategp.org
"
1420,private harley street clinic,privateharleystreetclinic.com,+44 4439165990,"
info@privateharleystreetclinic.com
"
1421,occupational health bristol,www.occupationalhealthbristol.co.uk,+44 117 332 5097,"
hello@occupationalhealthbristol.co.uk
"
1422,coker chest clinic,www.chestclinic.co.uk,+44 20 7118 5600,"
info@chestclinic.co.uk
"
1423,chelsea medical,www.chelsealondondoctor.com,+44 20 7589 2353,"
cm@chelsealondondoctor.com
"
1424,1010labs,www.1010labs.co.uk,+44 113 466 0065,"
covenquiries@1010labs.co.uk
"
1425,travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,"
covidtests@travelcentreclapham.com
"
1426,travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,"
covidtests@travelcentreclapham.com
"
1427,travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,"
covidtests@travelcentreclapham.com
"
1428,travel centre clapham ltd,www.travelcentreclapham.com,+44 20 7720 8701,"
covidtests@travelcentreclapham.com
"
1429,rainbow labs,www.rainbowlabs.co.uk,+44 7436 055025,"
support@rainbowlabs.co.uk
"
1430,optimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,"
info@optimizedbodyandmind.co.uk
"
1431,quick meds using labmedexpert,www.quickmeds.co.uk,+44 121 628 5318,"
results@apothecare.co.uk
"
1432,alphabiolabs,www.alphabiolabs.co.uk,+44 0441925255450,covid@alphabiolabs.com
1433,outcome diagnostics t/a 123 tests,123tests.co.uk,+44 20 3148 2505,support@123tests.co.uk
1434,expert doctors,www.expertdoctors.uk,+44 1274 270270,admin@expertdoctors.uk
1435,sterling testing,,+44 333 335 5373,bookings@sterlingtesting.co.uk
1436,0044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com
1437,0044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com
1438,0044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com
1439,0044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com
1440,accendolab limited,www.accendolab.co.uk,+44 330 133 3612,traveltests@accendolab.co.uk
1441,andres pharmacy,pharmaelite.co.uk,+44 20 8904 9059,andrespharm261@hotmail.com
1442,sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,bookings@sterlingtesting.co.uk
1443,sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,bookings@sterlingtesting.co.uk
1444,sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,bookings@sterlingtesting.co.uk
1445,sterling testing,www.sterlingtesting.co.uk,+44 333 335 5373,bookings@sterlingtesting.co.uk
1446,randox laboratories ltd,www.randoxhealth.com,+44 28 9442 2413,covidsales@randox.com
1447,brunswick hygiene ltd,brunswickhygiene.com,+44 1273 121528,info@brunswickhygiene.com
1448,covid travel clinics,www.covidtravelclinics.com,+44 333 090 9494,info@covidtravelclinics.com
1449,a1 track&travel,www.a1trackandtravel.co.uk,+44 16973 61948,info@a1trackandtravel.co.uk
1450,protein technologies ltd / rapiditydx,rapiditydx.com,+44 161 226 2366,covidtesting@protein-technologies.com
1451,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1452,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1453,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1454,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1455,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1456,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1457,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1458,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1459,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1460,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1461,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1462,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1463,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1464,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1465,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1466,biograd diagnostics,www.biograddiagnostics.co.uk,+44 345 565 1725,clinical@biograd.co.uk
1467,katalyst laboratories,katalystlaboratories.com,+44 20 3755 2182,testing@wearekatalyst.com
1468,screen4,screen4.org,+44 1226 730052,covid19@screen4.org
1469,locaton medical services ltd,locationmedical.com,+44 330 321 7357,covidtesting@locationmedical.com
1470,harley street nurses ltd,www.harleystreetnurses.com,+44 20 7637 5511,covidtest@harleystreetnurses.com
1471,labmedexpert limited,labmedexpert.com,+44 7460 818350,day2andday8@labmedexpert.co.uk
1472,ais covid testing ltd,aiscovid.com,+44 7942 322777,info@aiscovid.com
1473,treated.com,www.treated.com,+44 20 7043 0716,customercare@treated.com
1474,rainbow labs,www.rainbowlabs.co.uk,+44 7436 055025,support@rainbowlabs.co.uk
1475,the bridge clinic,please.use.email,+44 1753 664139,covid.check@outlook.com
